calDate,adCost,clicksCounter,impressionsCounter
2022-07-28,77.75,180,14942
2022-07-29,77.97,195,15474
2022-07-30,80.33,220,15837
2022-07-31,84.35,232,18325
2022-08-01,82.49,223,20308
2022-08-02,79.53999999999999,208,19838
2022-08-03,62.040000000000006,145,16179
2022-09-22,26.46,128,8203
2022-09-23,51.129999999999995,162,14191
2022-09-24,51.88,164,11253
2022-09-25,56.7,164,10963
2022-09-26,55.379999999999995,164,13436
2022-09-27,53.77,138,10515
2022-09-28,55.37,127,10057
2022-09-29,54.93,116,11400
2022-09-30,54.33,118,10240
2022-10-01,44.35,106,10011
2022-10-02,56.89,125,12057
2022-10-03,62.76,131,14089
2022-10-04,91.93,239,24417
2022-10-05,90.16,177,20467
2022-10-06,90.56,155,17567
2022-10-07,86.91,218,18326
2022-10-08,90.07000000000001,248,17723
2022-10-09,93.81,234,18762
2022-10-10,92.38,221,18262
2022-10-11,93.89,208,18151
2022-10-12,112.05,193,18047
2022-10-13,15.0,90,3842
2022-10-14,14.94,66,3781
2022-10-15,14.96,86,3739
2022-10-16,15.0,118,3737
2022-10-17,14.97,89,4211
2022-10-18,14.99,87,4276
2022-10-19,63.69,213,16273
2022-10-20,62.88,197,12316
2022-10-21,64.84,155,9062
2022-10-22,81.92,136,11050
2022-10-23,83.47,164,10976
2022-10-24,70.52,131,8844
2022-10-25,69.69,131,9331
2022-10-26,66.71,98,8548
2022-10-27,64.36,133,9801
2022-10-28,63.97,108,10606
2022-10-29,61.989999999999995,140,9518
2022-10-30,67.68,138,10373
2022-10-31,66.38,136,11451
2022-11-01,65.24,163,17518
2022-11-02,64.11,181,19320
2022-11-03,15.040000000000001,120,4323
2022-11-04,15.0,115,3687
2022-11-05,14.98,126,3437
2022-11-06,14.99,118,3562
2022-11-07,14.93,110,3528
2022-11-08,14.97,112,3228
2022-11-09,14.86,131,3283
2022-11-10,14.81,114,3102
2022-11-11,14.8,106,2655
2022-11-12,14.63,93,2811
2022-11-13,14.88,105,3451
2022-11-14,14.96,78,3459
2022-11-15,14.99,103,3262
2022-11-16,15.0,86,3077
2022-11-17,90.16,243,41457
2022-11-18,89.78,195,18409
2022-11-19,89.91,182,18281
2022-11-20,84.03,222,17812
2022-11-21,81.11,159,16633
2022-11-22,79.23,161,15501
2022-11-23,78.33,152,14394
2022-11-24,77.76,149,12544
2022-11-25,77.92999999999999,95,16576
2022-11-26,79.0,120,12737
2022-11-27,84.36,191,13490
2022-11-28,81.32,141,15514
2022-11-29,78.59,164,16186
2022-11-30,74.1,169,15764
2022-12-01,14.99,71,3353
2022-12-02,14.98,81,3875
2022-12-03,15.0,121,3612
2022-12-04,14.98,102,3764
2022-12-05,14.98,87,3902
2022-12-06,14.96,99,3617
2022-12-07,14.98,70,3329
2022-12-08,14.97,82,3311
2022-12-09,14.89,94,3393
2022-12-10,14.77,90,3431
2022-12-11,14.99,99,3522
2022-12-12,14.99,76,3558
2022-12-13,14.98,75,3855
2022-12-14,47.9,143,10389
2022-12-15,73.11,120,11476
2022-12-16,73.22,137,10741
2022-12-17,75.15,144,9860
2022-12-18,79.22999999999999,113,8747
2022-12-19,76.18,122,9932
2022-12-20,74.25,130,11081
2022-12-21,72.91,128,11658
2022-12-22,72.77,129,11272
2022-12-23,51.57,86,6101
2022-12-24,14.97,90,3295
2022-12-25,15.0,121,3438
2022-12-26,15.0,133,4512
2022-12-27,14.94,142,4659
2022-12-28,15.0,139,4956
2022-12-29,15.0,137,5027
2022-12-30,15.0,142,4634
2022-12-31,15.0,109,4719
2023-01-01,15.0,147,6042
2023-01-02,15.0,143,5329
2023-01-03,15.0,139,5612
2023-01-04,15.0,123,5410
2023-01-05,8.74,61,3167
